ts,mu_pred,sigma_pred,pred_for_ts,symbol,horizon,close_t,ret_pred_lo,ret_pred_hi,price_pred_median,price_pred_lo,price_pred_hi
2017-10-01 00:00:00+00:00,-0.002456214453421787,0.06683370683561123,2017-10-02 00:00:00+00:00,BTCUSDT,1,4378.48,-0.1334502798512198,0.12853785094437623,4367.738710994806,3831.4807694272085,4979.051858943435
2017-10-02 00:00:00+00:00,-0.0031875416152488015,0.06666949878646747,2017-10-03 00:00:00+00:00,BTCUSDT,1,4380.0,-0.13385975923672505,0.12748467600622743,4366.060795424891,3831.2417415550717,4975.53747720678
2017-10-03 00:00:00+00:00,-0.0011912624887264816,0.06526660900139582,2017-10-04 00:00:00+00:00,BTCUSDT,1,4310.0,-0.12911381613146228,0.12673129115400933,4304.868715633701,3787.946637533321,4892.332556962725
2017-10-04 00:00:00+00:00,-0.0022246924787820473,0.06536607967278825,2017-10-05 00:00:00+00:00,BTCUSDT,1,4208.59,-0.130342208637447,0.12589282367988291,4199.237588457821,3694.279219022879,4773.216987367043
2017-10-05 00:00:00+00:00,0.0014786839846698103,0.06314438069898401,2017-10-06 00:00:00+00:00,BTCUSDT,1,4292.43,-0.12228430218533884,0.12524167015467846,4298.78184252286,3798.3573765880146,4865.136030513278
2017-10-06 00:00:00+00:00,1.868540685453609e-05,0.06219195984988138,2017-10-07 00:00:00+00:00,BTCUSDT,1,4369.0,-0.12187755589891296,0.12191492671262204,4369.0816373052585,3867.686768425548,4935.475775668531
2017-10-07 00:00:00+00:00,-0.001404087787691371,0.061358279886298675,2017-10-08 00:00:00+00:00,BTCUSDT,1,4423.0,-0.12166631636483677,0.11885814078945403,4416.794077564555,3916.3178270496023,4981.227465470013
2017-10-08 00:00:00+00:00,-0.00035682067399307244,0.06192959827742912,2017-10-09 00:00:00+00:00,BTCUSDT,1,4640.0,-0.12173883329775415,0.12102519194976799,4638.344647422246,4108.16120467368,5236.951520742363
2017-10-09 00:00:00+00:00,0.003589885938669594,0.059811671266365884,2017-10-10 00:00:00+00:00,BTCUSDT,1,4786.95,-0.11364098974340754,0.12082076162074672,4804.165486822752,4272.727899731421,5401.702745037822
2017-10-10 00:00:00+00:00,0.0037448622746075492,0.05979324103725909,2017-10-11 00:00:00+00:00,BTCUSDT,1,4783.06,-0.11344989015842026,0.12093961470763535,4801.005481657543,4270.071700941974,5397.9547064329245
2017-10-11 00:00:00+00:00,0.004990437845858451,0.05945467218365559,2017-10-12 00:00:00+00:00,BTCUSDT,1,4821.43,-0.1115407196341065,0.1215215953258234,4845.55118431829,4312.552020137788,5444.425057416052
2017-10-12 00:00:00+00:00,0.008220644281687572,0.062849469299271,2017-10-13 00:00:00+00:00,BTCUSDT,1,5430.0,-0.11496431554488358,0.13140560410825872,5474.822079215199,4840.290881475075,6192.536261359518
2017-10-13 00:00:00+00:00,0.009846551608800365,0.06299573031822975,2017-10-14 00:00:00+00:00,BTCUSDT,1,5649.98,-0.11362507981492993,0.13331818303253065,5705.887616567063,5043.130022417967,6455.743426833873
2017-10-14 00:00:00+00:00,0.012822018049433379,0.062048924772679835,2017-10-15 00:00:00+00:00,BTCUSDT,1,5869.99,-0.1087938745050191,0.13443791060388585,5945.739712023004,5264.883698330035,6714.6441875516875
2017-10-15 00:00:00+00:00,0.018790439122134323,0.04661686198020893,2017-10-16 00:00:00+00:00,BTCUSDT,1,5709.99,-0.07257861035907517,0.11015948860334382,5818.297606468408,5310.248655811106,6374.953270858697
2017-10-16 00:00:00+00:00,0.014277681524961758,0.0399201215650599,2017-10-17 00:00:00+00:00,BTCUSDT,1,5760.02,-0.06396575674255564,0.09252111979247915,5842.849631609182,5403.112574404068,6318.3750750114405
2017-10-17 00:00:00+00:00,0.013209939439836808,0.040639467261416276,2017-10-18 00:00:00+00:00,BTCUSDT,1,5595.0,-0.06644341639253909,0.09286329527221271,5669.399938596017,5235.33023970655,6139.4590583753015
2017-10-18 00:00:00+00:00,0.012858332324173048,0.04084029804514571,2017-10-19 00:00:00+00:00,BTCUSDT,1,5512.06,-0.06718865184431254,0.09290531649265864,5583.39353156322,5153.87968085542,6048.70219304922
2017-10-19 00:00:00+00:00,0.011052543122655177,0.03864611514180857,2017-10-20 00:00:00+00:00,BTCUSDT,1,5683.9,-0.06469384255528961,0.08679892880059996,5747.070001374473,5327.828659829618,6199.301011634753
2017-10-20 00:00:00+00:00,0.013867058332750625,0.03862383377949181,2017-10-21 00:00:00+00:00,BTCUSDT,1,6010.01,-0.06183565587505332,0.08956977254055457,6093.931687913336,5649.633956300851,6573.169820239011
2017-10-21 00:00:00+00:00,0.01403019183792291,0.038562722129514004,2017-10-22 00:00:00+00:00,BTCUSDT,1,6024.97,-0.061552743535924534,0.08961312721177035,6110.097264432156,5665.299471685245,6589.817319880509
2017-10-22 00:00:00+00:00,0.016119018665760553,0.03504570396661222,2017-10-23 00:00:00+00:00,BTCUSDT,1,5950.02,-0.05257056110879939,0.0848085984403205,6046.705628750721,5645.303834416425,6476.648561918415
2017-10-23 00:00:00+00:00,0.016060088638152108,0.03508203858108146,2017-10-24 00:00:00+00:00,BTCUSDT,1,5915.93,-0.052700706980767544,0.08482088425707177,6011.707398312161,5612.229216935043,6439.62041569256
2017-10-24 00:00:00+00:00,0.011962547535685392,0.03826679381013895,2017-10-25 00:00:00+00:00,BTCUSDT,1,5477.03,-0.06304036833218694,0.08696546340355772,5542.942687537416,5142.413978833752,5974.667493474037
2017-10-25 00:00:00+00:00,0.01423354447703971,0.03763901597995485,2017-10-26 00:00:00+00:00,BTCUSDT,1,5689.99,-0.05953892684367179,0.08800601579775122,5771.557848447999,5361.102068934728,6213.4388731383915
2017-10-26 00:00:00+00:00,0.012973182055833801,0.03638365211383128,2017-10-27 00:00:00+00:00,BTCUSDT,1,5861.77,-0.05833877608727551,0.0842851401989431,5938.311227509326,5529.585343750609,6377.248571561923
2017-10-27 00:00:00+00:00,0.012775117632291,0.03652841904525576,2017-10-28 00:00:00+00:00,BTCUSDT,1,5768.83,-0.058820583696410286,0.08437081896099229,5843.000239885407,5439.290901043443,6276.67326944245
2017-10-28 00:00:00+00:00,0.010015787037404043,0.03470222514649831,2017-10-29 00:00:00+00:00,BTCUSDT,1,5719.64,-0.058000574249732643,0.07803214832454072,5777.214542043432,5397.334885938406,6183.831200052573
2017-10-29 00:00:00+00:00,0.012603258250614147,0.036531973713480284,2017-10-30 00:00:00+00:00,BTCUSDT,1,6169.98,-0.058999410227807206,0.0842059267290355,6248.2339428340265,5816.485341964225,6712.030566417505
2017-10-30 00:00:00+00:00,0.012342054467238586,0.03665350037322249,2017-10-31 00:00:00+00:00,BTCUSDT,1,6120.5,-0.059498806264277504,0.08418291519875468,6196.507624660855,5766.959467566541,6658.05039179202
2017-10-31 00:00:00+00:00,0.012560810400517671,0.03689083144376413,2017-11-01 00:00:00+00:00,BTCUSDT,1,6463.0,-0.05974521922926002,0.08486684003029536,6544.69250557907,6088.175132922956,7035.441500517177
2017-11-01 00:00:00+00:00,0.01398162350178908,0.03723721838125746,2017-11-02 00:00:00+00:00,BTCUSDT,1,6753.98,-0.059003324525475534,0.0869665715290537,6849.074846533275,6367.001497457802,7367.648063557836
2017-11-02 00:00:00+00:00,0.01521650466588573,0.0374043685786094,2017-11-03 00:00:00+00:00,BTCUSDT,1,7019.98,-0.058096057748188684,0.08852906707996014,7127.616406510854,6623.767463260299,7669.791537844367
2017-11-03 00:00:00+00:00,0.01617009513986662,0.03695318291390311,2017-11-04 00:00:00+00:00,BTCUSDT,1,7115.04,-0.05625814337138347,0.08859833365111672,7231.0260996081915,6725.812325439997,7774.189335530444
2017-11-04 00:00:00+00:00,0.018017316109356318,0.036313747050402974,2017-11-05 00:00:00+00:00,BTCUSDT,1,7357.09,-0.0531576281094335,0.08919226032814614,7490.846363159334,6976.217371405872,8043.439051433883
2017-11-05 00:00:00+00:00,0.017328005321028416,0.03648266243187478,2017-11-06 00:00:00+00:00,BTCUSDT,1,7345.01,-0.054178013045446144,0.08883402368750298,7473.3934747801095,6957.659632150535,8027.355890018268
2017-11-06 00:00:00+00:00,0.01502137308411962,0.03865537935820192,2017-11-07 00:00:00+00:00,BTCUSDT,1,6960.12,-0.060743170457956144,0.09078591662619538,7065.459752345018,6549.924645774345,7621.571882390045
2017-11-07 00:00:00+00:00,0.015103191190761039,0.03865207649531491,2017-11-08 00:00:00+00:00,BTCUSDT,1,7064.04,-0.06065487874005617,0.09086126112157825,7171.539294465934,6648.307074931508,7735.95071232458
2017-11-08 00:00:00+00:00,0.01463131794838093,0.038326306213260254,2017-11-09 00:00:00+00:00,BTCUSDT,1,7303.0,-0.06048824222960916,0.08975087812637103,7410.638037940181,6874.34922168598,7988.764370032541
2017-11-09 00:00:00+00:00,0.012625129995952182,0.039052082212841455,2017-11-10 00:00:00+00:00,BTCUSDT,1,7079.99,-0.06391695114121707,0.08916721113312143,7169.942429860998,6641.617572484077,7740.294271158036
2017-11-10 00:00:00+00:00,0.009928868962820303,0.042723650810285514,2017-11-11 00:00:00+00:00,BTCUSDT,1,6506.98,-0.0738094866253393,0.09366722455097991,6571.908752901407,6043.999491453382,7145.927910406947
2017-11-11 00:00:00+00:00,0.008345760819068918,0.04369607348437112,2017-11-12 00:00:00+00:00,BTCUSDT,1,6245.05,-0.07729854321029848,0.09399006484843632,6297.387789153748,5780.50244288072,6860.49238086985
2017-11-12 00:00:00+00:00,0.0021877000566583953,0.04096747288529236,2017-11-13 00:00:00+00:00,BTCUSDT,1,5811.03,-0.07810854679851462,0.08248394691183142,5823.756706692851,5374.4126246300975,6310.669564766495
2017-11-13 00:00:00+00:00,0.004351746045863826,0.04462438705909989,2017-11-14 00:00:00+00:00,BTCUSDT,1,6465.99,-0.08311205258997195,0.09181554468169961,6494.18966079324,5950.314528902919,7087.776477276351
2017-11-14 00:00:00+00:00,0.003658713770615548,0.04424640069379119,2017-11-15 00:00:00+00:00,BTCUSDT,1,6574.99,-0.08306423158921518,0.09038165913044628,6599.090067194524,6050.910917354046,7196.931224032658
2017-11-15 00:00:00+00:00,0.007658458751716206,0.04685079600001382,2017-11-16 00:00:00+00:00,BTCUSDT,1,7240.06,-0.08416910140831088,0.0994860189117433,7295.7205658939665,6655.6118914951185,7997.3921922378095
2017-11-16 00:00:00+00:00,0.01004574241208281,0.04875372173992583,2017-11-17 00:00:00+00:00,BTCUSDT,1,7864.5,-0.08551155219817182,0.10560303702233743,7943.902904002962,7219.945536826037,8740.452822857244
2017-11-17 00:00:00+00:00,0.010298122153457826,0.0485643801310984,2017-11-18 00:00:00+00:00,BTCUSDT,1,7699.19,-0.08488806290349504,0.10548430721041069,7778.886858767588,7072.5922360726945,8555.714615198567
2017-11-18 00:00:00+00:00,0.011041738192166039,0.04834110693572938,2017-11-19 00:00:00+00:00,BTCUSDT,1,7761.94,-0.08370683140186354,0.10579030778619562,7848.120223486677,7138.6627689452325,8628.085264125903
2017-11-19 00:00:00+00:00,0.011178796102939087,0.048404679376015135,2017-11-20 00:00:00+00:00,BTCUSDT,1,8038.0,-0.08369437547405056,0.10605196767992875,8128.359276056363,7392.64746564487,8937.288681449134
2017-11-20 00:00:00+00:00,0.010070002797336901,0.047737836116152337,2017-11-21 00:00:00+00:00,BTCUSDT,1,8212.0,-0.08349615599032167,0.10363616158499547,8295.112632859536,7554.1746420088175,9108.724229008307
2017-11-21 00:00:00+00:00,0.009624429271418303,0.04787524693292712,2017-11-22 00:00:00+00:00,BTCUSDT,1,8119.51,-0.08421105471711884,0.10345991325995546,8198.032912695133,7463.755851052323,9004.547439498165
2017-11-22 00:00:00+00:00,0.010369718197157195,0.04769856742693382,2017-11-23 00:00:00+00:00,BTCUSDT,1,8205.92,-0.0831194739596331,0.10385891035394748,8291.455802554323,7551.425633378498,9104.007993117704
2017-11-23 00:00:00+00:00,0.009815756855981787,0.04799079482094238,2017-11-24 00:00:00+00:00,BTCUSDT,1,8019.99,-0.08424620099306526,0.10387771470502885,8099.09989841177,7372.0142588935105,8897.896404001118
2017-11-24 00:00:00+00:00,0.012773595688443721,0.045200799719518986,2017-11-25 00:00:00+00:00,BTCUSDT,1,8138.0,-0.07581997176181349,0.10136716313870092,8242.61827498839,7543.788261649868,9006.185443003613
2017-11-25 00:00:00+00:00,0.013697280142506926,0.046021678959996135,2017-11-26 00:00:00+00:00,BTCUSDT,1,8700.01,-0.0765052106190855,0.10389977090409935,8819.99634154389,8059.23762411511,9652.5675371669
2017-11-26 00:00:00+00:00,0.014287006382406528,0.046350104267736635,2017-11-27 00:00:00+00:00,BTCUSDT,1,9128.02,-0.07655919798235727,0.10513321074717033,9259.368131587627,8455.267379101904,10139.939324469618
2017-11-27 00:00:00+00:00,0.01659640736631319,0.04657464116677716,2017-11-28 00:00:00+00:00,BTCUSDT,1,9650.0,-0.07468988932057005,0.10788270405319642,9811.491715466926,8955.501409122498,10749.299819730435
2017-11-28 00:00:00+00:00,0.017687277619946293,0.046361246516547355,2017-11-29 00:00:00+00:00,BTCUSDT,1,9896.8,-0.07318076555248652,0.1085553207923791,10073.404673032815,9198.410588533692,11031.632120572162
2017-11-29 00:00:00+00:00,0.014554194299859642,0.045579075076111704,2017-11-30 00:00:00+00:00,BTCUSDT,1,9687.88,-0.0747807928493193,0.10388918144903858,9829.910349406951,8989.837987129846,10748.484857648446
2017-11-30 00:00:00+00:00,0.01531310393187506,0.04538557917071021,2017-12-01 00:00:00+00:00,BTCUSDT,1,9838.96,-0.07364263124271696,0.10426883910646707,9990.784502474178,9140.429569189137,10920.24988752613
2017-12-01 00:00:00+00:00,0.016512138265582163,0.04691907836696555,2017-12-02 00:00:00+00:00,BTCUSDT,1,10782.99,-0.07544925533367032,0.10847353186483465,10962.518341166751,9999.355462633208,12018.45547240605
2017-12-02 00:00:00+00:00,0.015410125627976612,0.04665143667106637,2017-12-03 00:00:00+00:00,BTCUSDT,1,10890.01,-0.07602669024731347,0.10684694150326669,11059.126125880948,10092.768375514797,12118.010254238518
2017-12-03 00:00:00+00:00,0.014969685080189268,0.04648909409563188,2017-12-04 00:00:00+00:00,BTCUSDT,1,11165.41,-0.07614893934724921,0.10608830950762775,11333.809974042575,10346.741789145743,12415.043416127677
2017-12-04 00:00:00+00:00,0.015709105134793996,0.046646150205560524,2017-12-05 00:00:00+00:00,BTCUSDT,1,11579.0,-0.07571734926810463,0.10713555953769262,11762.331948638983,10734.63858044003,12888.41276147576
2017-12-05 00:00:00+00:00,0.014965274612256206,0.046537483561343275,2017-12-06 00:00:00+00:00,BTCUSDT,1,11699.99,-0.07624819316797661,0.10617874239248902,11876.400285107688,10841.04934027163,13010.630180248947
2017-12-06 00:00:00+00:00,0.019753840847112916,0.05207892190954674,2017-12-07 00:00:00+00:00,BTCUSDT,1,13550.05,-0.08232084609559868,0.12182852778982452,13820.376736446935,12479.276534390605,15305.59985676692
2017-12-07 00:00:00+00:00,0.028036959258292755,0.05982958864673613,2017-12-08 00:00:00+00:00,BTCUSDT,1,16599.0,-0.08922903448931005,0.14530295300589557,17070.97088447424,15182.044065821925,19194.915103336625
2017-12-08 00:00:00+00:00,0.026130430000619577,0.06119097539479558,2017-12-09 00:00:00+00:00,BTCUSDT,1,15880.0,-0.09380388177317975,0.14606474177441892,16300.420186928117,14458.125488288657,18377.465217440425
2017-12-09 00:00:00+00:00,0.022469979402686076,0.06407577831708128,2017-12-10 00:00:00+00:00,BTCUSDT,1,14656.07,-0.10311854609879323,0.1480585049041654,14989.119384494943,13220.06879175655,16994.896430700766
2017-12-10 00:00:00+00:00,0.0240028185610768,0.06331758607043281,2017-12-11 00:00:00+00:00,BTCUSDT,1,14899.98,-0.1000996501369715,0.1481052872591251,15261.948267436623,13480.716009855592,17278.538079700033
2017-12-11 00:00:00+00:00,0.030187170546810194,0.061719455113734355,2017-12-12 00:00:00+00:00,BTCUSDT,1,16587.97,-0.09078296147610913,0.15115730256972953,17096.348529039646,15148.397827007091,19294.7885554801
2017-12-12 00:00:00+00:00,0.03104639147650537,0.06087376499489552,2017-12-13 00:00:00+00:00,BTCUSDT,1,16349.99,-0.08826618791348984,0.15035897086650057,16865.560073775032,14968.696160460926,19002.798477095657
2017-12-13 00:00:00+00:00,0.03273901129145148,0.05859910342972969,2017-12-14 00:00:00+00:00,BTCUSDT,1,16033.29,-0.0821152314308187,0.14759325401372167,16566.891189499154,14769.31849488484,18583.246327835717
2017-12-14 00:00:00+00:00,0.029895247997953827,0.05700260497440585,2017-12-15 00:00:00+00:00,BTCUSDT,1,16334.98,-0.08182985775188165,0.1416203537477893,16830.691062110785,15051.519701419042,18820.17013880061
2017-12-15 00:00:00+00:00,0.03165165282627984,0.057420332887777294,2017-12-16 00:00:00+00:00,BTCUSDT,1,17539.83,-0.08089219963376365,0.14419550528632333,18103.873983198777,16176.864352921046,20260.431567528096
2017-12-16 00:00:00+00:00,0.031296712861788305,0.05703977882017425,2017-12-17 00:00:00+00:00,BTCUSDT,1,19102.66,-0.08050125362575322,0.14309467934932982,19709.964208026573,17625.140825148992,22041.394899232222
2017-12-17 00:00:00+00:00,0.02821565728876049,0.05674784174031308,2017-12-18 00:00:00+00:00,BTCUSDT,1,18860.02,-0.08301011252225314,0.1394414270997741,19399.7464217278,17357.665512928208,21682.07245075844
2017-12-18 00:00:00+00:00,0.028894493400133992,0.0562602418444507,2017-12-19 00:00:00+00:00,BTCUSDT,1,18856.25,-0.08137558061498938,0.13916456741525737,19409.03961976369,17382.585006181504,21671.73747906844
2017-12-19 00:00:00+00:00,0.025845054948638153,0.059870095939682476,2017-12-20 00:00:00+00:00,BTCUSDT,1,17295.2,-0.09150033309313949,0.1431904429904158,17748.021790831943,15782.925217927279,19957.788124729672
2017-12-20 00:00:00+00:00,0.023177805901975965,0.061276348373497366,2017-12-21 00:00:00+00:00,BTCUSDT,1,16488.98,-0.09692383691007887,0.1432794487140308,16875.621823677975,14965.812633138868,19029.144552110196
2017-12-21 00:00:00+00:00,0.020476405589910828,0.06317317614724118,2017-12-22 00:00:00+00:00,BTCUSDT,1,15492.64,-0.10334301965868187,0.14429583083850353,15813.143764426859,13971.535101180243,17897.49758373428
2017-12-22 00:00:00+00:00,0.015983644540124627,0.07008477121261172,2017-12-23 00:00:00+00:00,BTCUSDT,1,13326.61,-0.12138250703659434,0.1533497961168436,13541.329223741772,11803.313312261816,15535.264742593281
2017-12-23 00:00:00+00:00,0.015577683555464785,0.07015349319043462,2017-12-24 00:00:00+00:00,BTCUSDT,1,13300.0,-0.12192316309778707,0.15307853020871665,13508.805320442934,11773.377896217478,15500.039393474028
2017-12-24 00:00:00+00:00,0.016798468079017144,0.06978959673034364,2017-12-25 00:00:00+00:00,BTCUSDT,1,13500.0,-0.1199891415124564,0.15358607767049068,13728.694802339656,11973.555909683446,15741.11002591634
2017-12-25 00:00:00+00:00,0.016800103448762486,0.06978954426684743,2017-12-26 00:00:00+00:00,BTCUSDT,1,13699.34,-0.11998740331425847,0.15358761021178344,13931.43447587847,12150.377669061978,15973.566570682475
2017-12-26 00:00:00+00:00,0.019020525553377562,0.07247598980820798,2017-12-27 00:00:00+00:00,BTCUSDT,1,15689.01,-0.12303241447071007,0.1610734655774652,15990.27928293763,13872.77175871138,18430.998216761185
2017-12-27 00:00:00+00:00,0.016996986861635154,0.07251489843558735,2017-12-28 00:00:00+00:00,BTCUSDT,1,15459.99,-0.12513221407211605,0.15912618779538634,15725.009129995316,13641.589559646429,18126.62014622621
2017-12-28 00:00:00+00:00,0.012420109542311191,0.07444840517624546,2017-12-29 00:00:00+00:00,BTCUSDT,1,14182.11,-0.13349876460312993,0.1583389836877523,14359.35176236914,12409.751149020407,16615.239142142666
2017-12-29 00:00:00+00:00,0.012050012311883407,0.07441098894384661,2017-12-30 00:00:00+00:00,BTCUSDT,1,14378.9,-0.13379552601805594,0.15789555064182276,14553.214056056548,12578.214734650219,16838.322753224296
2017-12-30 00:00:00+00:00,0.008065879724278266,0.07939749977145717,2017-12-31 00:00:00+00:00,BTCUSDT,1,12440.01,-0.14755321982777778,0.16368497927633432,12540.755378286873,10733.446113987937,14652.38133101302
2017-12-31 00:00:00+00:00,0.0107173956952851,0.08100930065870818,2018-01-01 00:00:00+00:00,BTCUSDT,1,13716.36,-0.14806083359578293,0.16949562498635312,13864.154227562081,11828.696043744883,16249.86995479289
2018-01-01 00:00:00+00:00,0.00696100523181542,0.07982398529073591,2018-01-02 00:00:00+00:00,BTCUSDT,1,13380.0,-0.14949400593802695,0.1634160164016578,13473.463171413467,11522.101364686252,15755.304009719433
2018-01-02 00:00:00+00:00,0.009622806651904167,0.0812868055933653,2018-01-03 00:00:00+00:00,BTCUSDT,1,14675.11,-0.14969933231109184,0.16894494561490014,14817.007376681293,12634.782531737177,17376.136633072896
2018-01-03 00:00:00+00:00,0.009349972448276558,0.08124774489342142,2018-01-04 00:00:00+00:00,BTCUSDT,1,14919.51,-0.1498956075428294,0.16859555243938254,15059.661191307325,12842.681870494576,17659.34852890925
2018-01-04 00:00:00+00:00,0.008478018218916361,0.081092970270248,2018-01-05 00:00:00+00:00,BTCUSDT,1,15059.54,-0.15046420351076972,0.16742023994860245,15187.757802933678,12955.850651823526,17804.156074314313
2018-01-05 00:00:00+00:00,0.011977181879996674,0.08348353316953001,2018-01-06 00:00:00+00:00,BTCUSDT,1,16960.39,-0.15165054313228216,0.17560490689227548,17164.74905558897,14573.868295386486,20216.225656067596
2018-01-06 00:00:00+00:00,0.00744903216419882,0.07964553920984022,2018-01-07 00:00:00+00:00,BTCUSDT,1,17069.79,-0.148656224687088,0.16355428901548563,17197.418177793843,14711.86056704603,20102.908849230444
2018-01-07 00:00:00+00:00,-0.00088453372038719,0.07161854943431865,2018-01-08 00:00:00+00:00,BTCUSDT,1,16150.03,-0.14125689061165175,0.13948782317087738,16135.7510699083,14022.525720655012,18567.444109340166
2018-01-08 00:00:00+00:00,-0.0020493157289433587,0.07263430269496263,2018-01-09 00:00:00+00:00,BTCUSDT,1,14902.54,-0.1444125490110701,0.1403139175531834,14872.031262072329,12898.604396673369,17147.383318237098
2018-01-09 00:00:00+00:00,-0.0005685928238479633,0.07144605698870392,2018-01-10 00:00:00+00:00,BTCUSDT,1,14400.0,-0.14060286452170764,0.1394656788740117,14391.814590639628,12511.213748820195,16555.094603101916
2018-01-10 00:00:00+00:00,1.5389291403648585e-05,0.07166392084398836,2018-01-11 00:00:00+00:00,BTCUSDT,1,14907.09,-0.14044589556281353,0.14047667414562084,14907.319411317225,12953.82411668653,17155.410636212906
2018-01-11 00:00:00+00:00,-0.007275075245098846,0.0718795696437445,2018-01-12 00:00:00+00:00,BTCUSDT,1,13238.78,-0.1481590317468381,0.1336088812566404,13142.816373899981,11415.720189583595,15131.20673680021
2018-01-12 00:00:00+00:00,-0.005610170036332405,0.07230430602490616,2018-01-13 00:00:00+00:00,BTCUSDT,1,13740.01,-0.14732660984514848,0.13610626977248366,13663.14203040081,11857.794377726505,15743.353628526793
2018-01-13 00:00:00+00:00,-0.003894233665427122,0.07259283738145415,2018-01-14 00:00:00+00:00,BTCUSDT,1,14210.0,-0.14617619493307726,0.138387727602223,14154.770547607155,12277.517535286452,16319.058692407916
2018-01-14 00:00:00+00:00,-0.0062088208389569684,0.07299312903288092,2018-01-15 00:00:00+00:00,BTCUSDT,1,13474.99,-0.14927535374340356,0.13685771206548963,13391.585391352733,11606.438891137403,15451.299143170487
2018-01-15 00:00:00+00:00,-0.008349393456809467,0.07160829693962849,2018-01-16 00:00:00+00:00,BTCUSDT,1,13539.93,-0.1487016554584813,0.13200286854486237,13427.350436602277,11669.066388878555,15450.571085888756
2018-01-16 00:00:00+00:00,-0.018098864617304602,0.0786534118892189,2018-01-17 00:00:00+00:00,BTCUSDT,1,10900.0,-0.17225955192017361,0.13606182268556444,10704.496904399848,9175.191239952152,12488.704701582166
2018-01-17 00:00:00+00:00,-0.017424795980227673,0.07878990842993566,2018-01-18 00:00:00+00:00,BTCUSDT,1,10988.79,-0.17185301650290155,0.1370034245424462,10798.97115625755,9253.692358432023,12602.296847206044
2018-01-18 00:00:00+00:00,-0.017497174646191268,0.07877458680909002,2018-01-19 00:00:00+00:00,BTCUSDT,1,10961.97,-0.1718953647920077,0.13690101549962516,10771.83476199484,9230.716244282428,12570.251437594748
